URL,Titre,Source,Categorie,Severite,Date
https://www.darkreading.com/application-security/ai-powered-dependency-decisions-security-bugs,"AI-Powered Dependency Decisions Introduce, Ignore Security Bugs",Dark Reading,cyberattaque,critique,2026-03-27T20:44:02.902452+00:00
https://www.darkreading.com/vulnerabilities-threats/automotive-cybersecurity-threats-grow-connected-autonomous-vehicles,"Automotive Cybersecurity Threats Grow in Era of Connected, Autonomous Vehicles",Dark Reading,cyberattaque,important,2026-03-27T20:43:59.004687+00:00
https://www.darkreading.com/endpoint-security/fcc-router-ban-wrong-fix,Is the FCC's Router Ban the Wrong Fix?,Dark Reading,cyberattaque,moyen,2026-03-27T20:43:55.146640+00:00
https://www.darkreading.com/application-security/google-2029-deadline-quantum-safe-cryptography,Google Sets 2029 Deadline for Quantum-Safe Cryptography,Dark Reading,cyberattaque,important,2026-03-27T20:43:51.556040+00:00
https://therecord.media/latvia-accuses-russia-of-disinformation-campaign-ukraine-war,Latvia accuses Russia of of disinformation campaign targeting Baltic states,The Record,cyberattaque,important,2026-03-27T20:43:47.987741+00:00
https://www.bleepingcomputer.com/news/security/uk-sanctions-xinbi-marketplace-linked-to-asian-scam-centers/,UK sanctions Xinbi marketplace linked to Asian scam centers,BleepingComputer,cyberattaque,important,2026-03-27T20:43:43.135761+00:00
https://www.bleepingcomputer.com/news/security/anti-piracy-coalition-takes-down-animeplay-app-with-5-million-users/,Anti-piracy coalition takes down AnimePlay app with 5 million users,BleepingComputer,cyberattaque,moyen,2026-03-27T20:43:39.228265+00:00
https://www.bleepingcomputer.com/news/security/agentic-grc-teams-get-the-tech-the-mindset-shift-is-whats-missing/,Agentic GRC: Teams Get the Tech. The Mindset Shift Is What's Missing.,BleepingComputer,cyberattaque,info,2026-03-27T20:43:35.675248+00:00
https://thehackernews.com/2026/03/we-are-at-war.html,We Are At War,The Hacker News,cyberattaque,critique,2026-03-27T20:43:31.749219+00:00
https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0372/,Multiples vulnérabilités dans les produits IBM (27 mars 2026),CERT-FR Avis,alerte,critique,2026-03-27T20:43:28.157411+00:00
https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0368/,Vulnérabilité dans les produits Microsoft (27 mars 2026),CERT-FR Avis,alerte,critique,2026-03-27T20:43:24.248281+00:00
https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0367/,Multiples vulnérabilités dans Zabbix (27 mars 2026),CERT-FR Avis,alerte,critique,2026-03-27T20:43:18.405423+00:00
https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0363/,Multiples vulnérabilités dans les produits NetApp (27 mars 2026),CERT-FR Avis,alerte,critique,2026-03-27T20:43:11.310600+00:00
https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0362/,Multiples vulnérabilités dans les produits Microsoft (26 mars 2026),CERT-FR Avis,alerte,moyen,2026-03-27T20:43:05.014902+00:00
https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0361/,Multiples vulnérabilités dans Cisco IOS et IOS XE (26 mars 2026),CERT-FR Avis,alerte,critique,2026-03-27T20:43:00.969223+00:00
https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0359/,Multiples vulnérabilités dans Grafana (26 mars 2026),CERT-FR Avis,alerte,critique,2026-03-27T20:42:51.585709+00:00
https://www.lemondeinformatique.fr/actualites/lire-genai-les-dsi-temporisent-pour-eviter-les-risques-99749.html,GenAI : les DSI temporisent pour éviter les risques,Le Monde Informatique Secu,veille_fr,info,2026-03-27T20:42:47.566361+00:00
https://www.lemondeinformatique.fr/actualites/lire-les-demandes-d-aide-face-aux-cybermenaces-explosent-en-france-99756.html,Les demandes d'aide face aux cybermenaces explosent en France,Le Monde Informatique Secu,veille_fr,important,2026-03-27T20:42:43.220528+00:00
https://isc.sans.edu/diary/rss/32836,"ISC Stormcast For Friday, March 27th, 2026 https://isc.sans.edu/podcastdetail/9868, (Fri, Mar 27th)",SANS ISC,outil,critique,2026-03-27T20:42:36.348930+00:00
https://www.darkreading.com/cyber-risk/wartime-usage-of-compromised-ip-cameras-highlight-their-danger,Wartime Usage of Compromised IP Cameras Highlight Their Danger,Dark Reading,cyberattaque,important,2026-03-27T20:42:31.276499+00:00
https://therecord.media/fbi-confirms-theft-of-directors-personal-emails-iran-group,FBI confirms theft of director’s personal emails by Iran-linked hacking group,The Record,cyberattaque,critique,2026-03-27T20:42:27.640620+00:00
https://www.bleepingcomputer.com/news/security/ajax-football-club-hack-exposed-fan-data-enabled-ticket-hijack/,"Ajax football club hack exposed fan data, enabled ticket hijack",BleepingComputer,cyberattaque,critique,2026-03-27T20:42:22.671900+00:00
https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0371/,Multiples vulnérabilités dans le noyau Linux d'Ubuntu (27 mars 2026),CERT-FR Avis,alerte,critique,2026-03-27T20:42:18.906187+00:00
https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0370/,Multiples vulnérabilités dans le noyau Linux de Red Hat (27 mars 2026),CERT-FR Avis,alerte,critique,2026-03-27T20:42:07.405594+00:00
https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0369/,Multiples vulnérabilités dans le noyau Linux de SUSE (27 mars 2026),CERT-FR Avis,alerte,critique,2026-03-27T20:42:01.010508+00:00
https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0364/,Multiples vulnérabilités dans les produits Siemens (27 mars 2026),CERT-FR Avis,alerte,critique,2026-03-27T20:41:55.115241+00:00
https://www.lemondeinformatique.fr/actualites/lire-l-anssi-publie-un-referentiel-accompagnant-la-conformite-nis2-99753.html,L'Anssi publie un référentiel accompagnant la conformité NIS2,Le Monde Informatique Secu,veille_fr,critique,2026-03-27T20:41:51.356011+00:00
https://www.lemondeinformatique.fr/actualites/lire-le-spectre-de-citrix-bleed-plane-sur-une-faille-critique-dans-netscaler-99751.html,Le spectre de Citrix Bleed plane sur une faille critique dans NetScaler,Le Monde Informatique Secu,veille_fr,critique,2026-03-27T20:41:43.538716+00:00
https://www.securityweek.com/coruna-ios-exploit-kit-likely-an-update-to-operation-triangulation/,Coruna iOS Exploit Kit Likely an Update to Operation Triangulation,SecurityWeek,cyberattaque,critique,2026-03-27T20:41:38.867621+00:00
https://www.securityweek.com/tp-link-patches-high-severity-router-vulnerabilities/,TP-Link Patches High-Severity Router Vulnerabilities,SecurityWeek,cyberattaque,important,2026-03-27T20:41:35.175930+00:00
https://www.bleepingcomputer.com/news/security/tiktok-for-business-accounts-targeted-in-new-phishing-campaign/,TikTok for Business accounts targeted in new phishing campaign,BleepingComputer,cyberattaque,critique,2026-03-27T20:41:31.759230+00:00
https://www.bleepingcomputer.com/news/microsoft/windows-11-kb5079391-update-rolls-out-smart-app-control-improvements/,Windows 11 KB5079391 update rolls out Smart App Control improvements,BleepingComputer,cyberattaque,critique,2026-03-27T20:41:27.959028+00:00
https://www.bleepingcomputer.com/news/security/fake-vs-code-alerts-on-github-spread-malware-to-developers/,Fake VS Code alerts on GitHub spread malware to developers,BleepingComputer,cyberattaque,important,2026-03-27T20:41:22.281274+00:00
https://thehackernews.com/2026/03/china-linked-red-menshen-uses-stealthy.html,China-Linked Red Menshen Uses Stealthy BPFDoor Implants to Spy via Telecom Networks,The Hacker News,cyberattaque,critique,2026-03-27T20:41:18.391790+00:00
https://thehackernews.com/2026/03/apple-sends-lock-screen-alerts-to.html,Apple Sends Lock Screen Alerts to Outdated iPhones Over Active Web-Based Exploits,The Hacker News,cyberattaque,critique,2026-03-27T20:41:14.610682+00:00
https://thehackernews.com/2026/03/open-vsx-bug-let-malicious-vs-code.html,Open VSX Bug Let Malicious VS Code Extensions Bypass Pre-Publish Security Checks,The Hacker News,cyberattaque,important,2026-03-27T20:41:11.036572+00:00
https://www.securityweek.com/cisa-flags-critical-ptc-vulnerability-that-had-german-police-mobilized/,CISA Flags Critical PTC Vulnerability That Had German Police Mobilized,SecurityWeek,cyberattaque,critique,2026-03-27T20:41:07.459562+00:00
https://thehackernews.com/2026/03/aitm-phishing-targets-tiktok-business.html,AitM Phishing Targets TikTok Business Accounts Using Cloudflare Turnstile Evasion,The Hacker News,cyberattaque,important,2026-03-27T20:41:03.994084+00:00
https://www.zataz.com/la-russie-met-la-main-sur-chucky-ladministrateur-de-leakbase/,"La Russie met la main sur Chucky, l’administrateur de LeakBase ?",Zataz,cyberattaque,important,2026-03-27T20:40:59.265478+00:00
https://www.zataz.com/alliance-vect-blackmarket-menace-annoncee/,"Alliance Vect-blackmarket, menace annoncée",Zataz,cyberattaque,important,2026-03-27T20:40:55.061967+00:00
https://www.zataz.com/breachforums-chronique-dune-succession-toxique/,"BreachForums, chronique d’une succession toxique",Zataz,cyberattaque,info,2026-03-27T20:40:50.845893+00:00
